feature_p1,feature_p2,feature_p3,feature_s1,feature_s2,feature_s3,vibration,vertical_acceleration_mps2,acoustic_db,timestamp,lift_identifier,failure_type
1355,51.4,76.0,297.0,308.1,5418.284881,21.531168293332144,1.2389006808121412,85.78997715095218,2025-09-26 14:23:44.782208,WP PMA 80467,Random failure
1734,32.4,161.0,299.0,308.6,5390.4964,36.16471629499442,0.9531873013492951,95.43673005245326,2025-09-26 14:25:52.782208,WP PMA 80467,Random failure
1410,52.7,161.0,301.3,311.0,5516.329984,2.1050720451946563,0.07313172902453817,55.9892509628826,2025-09-26 14:34:13.782208,WP PMA 80466,No failure
1563,35.6,190.0,302.5,311.0,5283.109225,38.74104099685708,1.2347836818112328,99.83039726960615,2025-09-26 14:36:57.782208,WP PMA 80466,door open delay
1498,41.0,176.0,297.7,309.7,5448.358969,0.17347565436536244,0.16965827886823842,59.374459706813155,2025-09-26 14:37:27.782208,WP PMA 80467,No failure
1488,41.9,196.0,297.8,308.5,5460.175449,45.36625728238058,0.586463643662795,88.59180885604579,2025-09-26 14:40:09.782208,WP PMA 80466,Random failure
1310,48.8,103.0,301.1,310.6,5254.655121,36.17824182273196,1.4911480180915766,94.86845780453619,2025-09-26 14:44:09.782208,WP PMA 80467,door close delay
1512,44.9,86.0,301.0,310.4,5260.310784,39.36836299538538,1.6935308256837749,96.5270926355088,2025-09-26 14:47:41.782208,WP PMA 80466,door open delay
1650,34.6,142.0,297.5,309.4,5325.350625,3.385447874091242,0.14654026404012016,62.16282348208939,2025-09-26 14:57:37.782208,WP PMA 80271,No failure
1794,27.2,114.0,298.9,310.0,5466.679969,1.778836945240065,0.06936885052218308,57.18887885349279,2025-09-26 15:03:40.782208,WP PMA 80466,No failure
1561,38.3,0.0,297.4,308.3,5261.616369,2.8632697036630455,0.1669406220299796,59.06078155338057,2025-09-26 15:10:21.782208,WP PMA 80467,No failure
1618,34.7,39.0,298.2,308.1,5312.806321,3.787243661035092,0.18054800816971522,58.954532258687685,2025-09-26 15:12:12.782208,WP PMA 80467,No failure
1475,47.9,79.0,302.4,311.0,5282.673124,37.29116374458573,1.6642971181662811,88.8607658808726,2025-09-26 15:14:46.782208,WP PMA 80467,Random failure
1538,38.4,65.0,301.3,310.4,5318.347329,4.427932367139429,0.13513649525231644,58.96062715933922,2025-09-26 15:19:23.782208,WP PMA 80467,No failure
1484,41.0,213.0,300.6,310.3,5251.611024,0.11136751962423924,0.10579598897943701,61.63739549727076,2025-09-26 15:33:53.782208,WP PMA 80271,No failure
1730,30.2,41.0,298.6,309.5,5259.1504,1.8322479485824372,0.04335653841590067,60.205418318083446,2025-09-26 16:03:08.782208,WP PMA 80467,No failure
1623,33.4,74.0,297.5,309.3,5450.130625,35.32667695115313,1.498253405644066,95.89964159155058,2025-09-26 16:03:19.782208,WP PMA 80271,door close delay
1348,58.2,163.0,298.9,310.0,5298.3841,1.8575395216506407,0.029629552784270922,59.23992234997859,2025-09-26 16:07:21.782208,WP PMA 80467,No failure
1384,43.7,200.0,298.1,307.8,5362.047076,4.257587275538057,0.01895947141251187,59.73089899805269,2025-09-26 16:08:50.782208,WP PMA 80271,No failure
1523,34.7,181.0,301.7,310.5,5431.69,21.90800351979119,1.6851328885107058,85.86132528801342,2025-09-26 16:20:26.782208,WP PMA 80466,door open delay
1574,38.7,30.0,302.5,312.2,5268.001561,45.14604826414569,0.6896049610735586,92.43308617994987,2025-09-26 16:31:17.782208,WP PMA 80466,signal delay
1298,57.5,57.0,302.5,311.9,5505.046416,48.88448593685028,1.744296866483037,88.80251842704857,2025-09-26 16:31:27.782208,WP PMA 80271,door close delay
1309,43.3,68.0,301.8,310.7,5430.068721,22.956864858730775,1.8043351812228186,97.79950059938305,2025-09-26 16:36:26.782208,WP PMA 80466,door open delay
1410,45.8,71.0,298.1,308.1,5382.569956,27.52074409551031,0.5276270527141842,96.37082823466986,2025-09-26 16:38:35.782208,WP PMA 80271,drive delay
1515,44.9,69.0,300.3,311.6,5243.497744,3.165278918040915,0.0709248331150462,55.54725760926613,2025-09-26 16:51:41.782208,WP PMA 80466,No failure
1395,44.0,92.0,298.4,308.1,5305.082896,0.5193439029069206,0.021019696860021912,61.5334977996456,2025-09-26 16:52:00.782208,WP PMA 80271,No failure
2370,14.7,198.0,302.5,311.8,5507.272521,4.79201283237501,0.15442202178745434,60.966744006390456,2025-09-26 16:59:47.782208,WP PMA 80466,No failure
1417,52.5,171.0,301.9,311.1,5308.288164,2.6876903521165927,0.14908837441290743,55.055269624178244,2025-09-26 17:12:25.782208,WP PMA 80467,No failure
2216,16.8,139.0,298.2,308.3,5358.386401,1.3770033487167417,0.03677262996221682,61.511673699126675,2025-09-26 17:39:11.782208,WP PMA 80467,No failure
1323,51.1,130.0,297.4,308.7,5479.700625,42.30312527421579,0.671909255936029,90.0225145439153,2025-09-26 17:41:55.782208,WP PMA 80467,signal delay
1309,43.3,68.0,301.8,310.7,5430.068721,22.956864858730775,1.8043351812228186,97.79950059938305,2025-09-26 17:48:23.782208,WP PMA 80271,door open delay
1615,29.0,235.0,302.0,310.8,5447.620864,4.527328687493746,0.09675783323419876,59.44465999776618,2025-09-26 17:57:16.782208,WP PMA 80466,No failure
1300,62.7,36.0,301.7,310.9,5510.0929,4.967271273894746,0.0448358594080209,56.558751170620816,2025-09-26 18:12:08.782208,WP PMA 80466,No failure
1192,68.9,135.0,301.8,310.6,5304.937225,4.054544105663367,0.052524563547735395,60.78168580280909,2025-09-26 18:13:37.782208,WP PMA 80466,No failure
1475,47.9,79.0,302.4,311.0,5282.673124,37.29116374458573,1.6642971181662811,88.8607658808726,2025-09-26 18:25:06.782208,WP PMA 80271,Random failure
1432,45.4,137.0,299.4,309.1,5377.728889,0.8276115644371939,0.1280087400945505,55.038047100512976,2025-09-26 18:29:07.782208,WP PMA 80467,No failure
2157,17.8,17.0,302.0,310.7,5282.963856,26.262641810156918,1.6362138319307393,90.81689443895104,2025-09-26 18:37:06.782208,WP PMA 80466,signal delay
1526,35.3,46.0,300.2,309.4,5330.4601,21.583542943926396,0.7296964552860199,87.23862919341,2025-09-26 18:43:06.782208,WP PMA 80271,signal delay
1442,49.0,165.0,299.3,308.8,5373.329809,1.8640754925280707,0.17257634911996683,55.91126975250034,2025-09-26 18:46:31.782208,WP PMA 80466,No failure
1355,51.4,76.0,297.0,308.1,5418.284881,21.531168293332144,1.2389006808121412,85.78997715095218,2025-09-26 19:06:23.782208,WP PMA 80271,Random failure
1795,27.7,117.0,300.5,309.5,5409.014116,4.932876398926186,0.19108952079627067,56.571690176734855,2025-09-26 19:09:14.782208,WP PMA 80271,No failure
1523,34.7,181.0,301.7,310.5,5431.69,21.90800351979119,1.6851328885107058,85.86132528801342,2025-09-26 19:09:30.782208,WP PMA 80467,door open delay
1451,53.6,194.0,302.5,310.4,5466.679969,36.78689161924535,0.6298700216043418,95.66295953662588,2025-09-26 19:19:18.782208,WP PMA 80271,Random failure
1672,32.4,113.0,296.7,307.8,5344.048609,0.11018072004444879,0.10874699770558797,63.71653712139134,2025-09-26 19:24:28.782208,WP PMA 80467,No failure
1584,32.2,17.0,301.4,310.7,5423.144164,0.6781159492477216,0.15781177002597258,60.21023567850892,2025-09-26 19:36:26.782208,WP PMA 80466,No failure
1528,46.3,203.0,296.7,308.1,5331.628324,27.188963976400803,1.6875662775840243,86.29292509365149,2025-09-26 19:36:30.782208,WP PMA 80271,signal delay
1536,40.4,217.0,296.8,308.0,5439.652516,2.5350920324108412,0.09932425276009177,61.557462080655775,2025-09-26 19:43:39.782208,WP PMA 80467,No failure
1439,49.9,17.0,298.6,310.1,5483.994916,3.3230477383248047,0.07778375729481024,60.17636638527934,2025-09-26 19:47:08.782208,WP PMA 80467,No failure
1364,55.6,163.0,297.2,308.5,5347.558129,36.461385699506096,1.9983719108979061,90.26570522546112,2025-09-26 19:53:20.782208,WP PMA 80466,door open delay
1343,44.5,15.0,296.9,308.0,5438.915001,0.5332284245187116,0.14146829892695348,59.82690076621621,2025-09-26 19:57:47.782208,WP PMA 80467,No failure
1489,40.6,89.0,298.2,309.0,5259.875625,26.47058142682505,1.4778885915777045,89.33932847526452,2025-09-26 19:58:08.782208,WP PMA 80271,door open delay
1357,44.2,142.0,302.2,311.6,5503.414225,1.5143632558784725,0.17556004486332488,61.821822846398604,2025-09-26 20:01:59.782208,WP PMA 80466,No failure
1391,48.9,139.0,299.4,310.8,5467.715136,2.5808587676812706,0.14199545703553976,63.17928178037815,2025-09-26 20:04:25.782208,WP PMA 80467,No failure
1464,49.1,171.0,303.9,313.4,5271.195609,49.98468948636307,0.7407190196670943,80.1908078185052,2025-09-26 20:04:53.782208,WP PMA 80466,door open delay
1364,50.0,205.0,302.1,311.0,5447.325636,1.782733936395303,0.04750026792603515,55.10329565797574,2025-09-26 20:12:27.782208,WP PMA 80271,No failure
1709,27.0,151.0,301.2,309.8,5320.827136,2.36285990807756,0.1708759677246256,57.502394820498665,2025-09-26 20:12:43.782208,WP PMA 80466,No failure
1510,47.8,27.0,301.7,311.0,5255.815009,2.705305361060133,0.01667098580716174,55.43786825158181,2025-09-26 20:22:44.782208,WP PMA 80271,No failure
1629,32.1,55.0,300.0,311.3,5246.829225,27.554756501884274,1.2394743242853634,86.1081681006253,2025-09-26 20:24:33.782208,WP PMA 80466,door close delay
1534,37.5,39.0,299.4,309.3,5351.361409,1.1260634034729988,0.05618704327481007,64.39305023105891,2025-09-26 20:28:58.782208,WP PMA 80467,No failure
1353,49.8,182.0,299.9,309.2,5413.133476,29.662009234732807,1.229492610046293,92.09581103221204,2025-09-26 20:36:51.782208,WP PMA 80271,drive delay
1475,47.2,69.0,297.4,308.5,5267.711241,4.760921514022272,0.13151345367825742,59.972816458765486,2025-09-26 20:37:26.782208,WP PMA 80271,No failure
1423,40.2,63.0,300.9,312.1,5491.254609,26.487242862943063,0.6574029788516131,82.48730646898161,2025-09-26 20:49:34.782208,WP PMA 80467,door open delay
1389,45.8,123.0,304.0,313.4,5487.253776,4.066208291792289,0.1966179550505449,60.982460399674025,2025-09-26 20:56:15.782208,WP PMA 80466,No failure
1368,45.1,185.0,296.6,307.4,5435.670529,3.6425154265523334,0.17864111161570165,57.13329062209633,2025-09-26 20:58:59.782208,WP PMA 80271,No failure
1890,24.0,173.0,298.8,309.6,5468.750401,3.9413108300267647,0.07744979681424559,58.51997587209844,2025-09-26 21:16:11.782208,WP PMA 80466,No failure
1653,33.3,207.0,297.2,308.5,5416.076836,0.7456046513311246,0.029011665582033143,64.07895924231215,2025-09-26 21:20:29.782208,WP PMA 80467,No failure
1600,32.8,205.0,301.5,310.5,5257.120036,32.84282188032643,0.9163814461292255,84.44969552431002,2025-09-26 21:28:12.782208,WP PMA 80271,signal delay
1522,38.0,33.0,297.4,308.6,5418.873769,43.959348730009694,1.0402470399825932,82.86441012075419,2025-09-26 21:33:50.782208,WP PMA 80466,door close delay
1422,49.7,139.0,298.6,309.7,5255.090064,4.739011224800272,0.19429924661015147,64.29723052154304,2025-09-26 21:35:24.782208,WP PMA 80466,No failure
1334,48.0,42.0,298.6,310.0,5410.926481,44.6921753251622,1.7757381645190178,97.48377633205858,2025-09-26 21:56:44.782208,WP PMA 80271,door open delay
1540,44.4,119.0,303.9,313.2,5487.253776,0.3206027338789281,0.15426668439398167,58.011843029543606,2025-09-26 22:07:57.782208,WP PMA 80271,No failure
1574,38.7,30.0,302.5,312.2,5268.001561,45.14604826414569,0.6896049610735586,92.43308617994987,2025-09-26 22:16:08.782208,WP PMA 80467,signal delay
1314,58.2,114.0,300.1,309.0,5329.292004,2.366718368320466,0.10441088477757396,57.494244579356874,2025-09-26 22:23:23.782208,WP PMA 80271,No failure
1449,44.5,152.0,302.3,311.7,5434.343524,29.801293682800324,1.9537263165480647,89.17307701084255,2025-09-26 22:26:34.782208,WP PMA 80467,door close delay
1504,44.8,111.0,303.5,312.9,5493.181456,4.906214712141753,0.01959516440994916,64.32794622750882,2025-09-26 22:29:05.782208,WP PMA 80271,No failure
1294,62.4,101.0,302.1,310.7,5449.244761,0.8963415233636353,0.04517815814325953,58.6477267084618,2025-09-26 22:31:06.782208,WP PMA 80467,No failure
1959,22.3,157.0,303.5,311.7,5472.448576,29.43254792505012,0.8841722655722568,98.0943208432986,2025-09-26 22:40:00.782208,WP PMA 80466,signal delay
1495,39.6,10.0,299.8,309.5,5397.693961,0.23779783685905126,0.07732636035706793,56.69861857800224,2025-09-26 22:41:04.782208,WP PMA 80271,No failure
1341,49.2,208.0,297.8,309.7,5447.768481,46.183917584260286,1.0201454764390876,92.46166290911955,2025-09-26 23:11:48.782208,WP PMA 80467,signal delay
1470,50.0,148.0,299.9,310.4,5249.147401,0.2937766505572879,0.17295508209298974,55.90760725768181,2025-09-26 23:17:07.782208,WP PMA 80467,No failure
1375,46.4,48.0,298.7,308.5,5373.476416,26.69484987609539,0.88461271440945,80.9906377364198,2025-09-26 23:17:24.782208,WP PMA 80466,door close delay
2071,18.5,144.0,297.6,308.2,5470.0816,4.403632562290011,0.12386606833598289,60.644026080103416,2025-09-26 23:22:17.782208,WP PMA 80466,No failure
1473,39.9,184.0,298.4,308.3,5468.6025,26.055495263783655,1.7852296960269574,95.2760721632894,2025-09-26 23:22:20.782208,WP PMA 80467,door close delay
1580,35.8,140.0,297.2,307.9,5273.809641,0.27611941825817277,0.01815302091076661,59.06643194326833,2025-09-26 23:29:10.782208,WP PMA 80467,No failure
1312,73.6,49.0,301.1,310.4,5257.7001,0.4256631237846309,0.0365142048558233,56.269863429066426,2025-09-26 23:56:32.782208,WP PMA 80466,No failure
1467,39.6,,298.4,309.1,5402.25,21.422795318204866,0.5162020865393773,91.32636453399321,2025-09-26 23:57:29.782208,WP PMA 80271,door open delay
1626,31.6,62.0,302.2,311.4,5302.461124,4.634369583903977,0.12685936706400566,57.419954774299924,2025-09-27 00:10:58.782208,WP PMA 80271,No failure
1453,37.0,135.0,302.6,311.6,5443.340841,0.2604719709901704,0.18954351543169498,63.624875899126806,2025-09-27 00:13:22.782208,WP PMA 80271,No failure
1586,32.7,131.0,297.3,308.8,5453.231716,2.1174751525435296,0.050831887540203846,57.67139188944216,2025-09-27 00:19:13.782208,WP PMA 80466,No failure
1597,37.2,16.0,295.5,306.0,5431.100416,27.77411025179005,1.0458909826573568,84.61157931227865,2025-09-27 00:27:39.782208,WP PMA 80271,door open delay
1654,32.0,180.0,300.6,310.7,5263.647601,0.7442718549921958,0.033875873233933866,56.68193054888476,2025-09-27 00:33:36.782208,WP PMA 80466,No failure
1569,33.9,93.0,297.3,308.7,5265.534096,2.097877129342234,0.08561205973001557,64.11041695087947,2025-09-27 00:35:08.782208,WP PMA 80466,No failure
1563,32.8,51.0,298.1,309.9,5446.44,23.249154431791236,1.3895731218270553,92.09673056674498,2025-09-27 00:38:58.782208,WP PMA 80271,door close delay
1298,57.5,57.0,302.5,311.9,5505.046416,48.88448593685028,1.744296866483037,88.80251842704857,2025-09-27 00:43:41.782208,WP PMA 80271,door close delay
1485,42.0,13.0,298.3,307.8,5365.269504,0.11572753149364595,0.05001570066658135,57.14098851225422,2025-09-27 00:46:42.782208,WP PMA 80271,No failure
1448,48.9,65.0,295.5,306.2,5338.348096,3.167799637109141,0.1421330889905209,59.91491112580266,2025-09-27 00:49:51.782208,WP PMA 80271,No failure
1387,42.7,121.0,300.9,311.4,5253.640324,1.1134593836022477,0.03355705255929019,62.953668194419066,2025-09-27 00:56:01.782208,WP PMA 80467,No failure
1588,33.4,204.0,297.1,308.4,5416.224025,38.83808741520501,1.6968130959118022,95.07069908070774,2025-09-27 01:04:27.782208,WP PMA 80271,door open delay
1323,49.7,79.0,301.5,310.7,5255.670016,4.464932625104941,0.06459804732979506,57.06512903105356,2025-09-27 01:04:54.782208,WP PMA 80467,No failure
1357,42.0,179.0,302.5,312.0,5268.291889,0.9813402588020217,0.17191166946558545,58.18851909158562,2025-09-27 01:05:30.782208,WP PMA 80466,No failure
1589,39.0,122.0,302.6,311.0,5455.890496,0.29830163285088585,0.16333073784175817,64.60169484246633,2025-09-27 01:16:49.782208,WP PMA 80467,No failure
1596,30.7,5.0,297.5,308.9,5478.072196,4.329908489001327,0.09749996173491396,56.178341581425684,2025-09-27 01:19:01.782208,WP PMA 80467,No failure
1704,29.2,42.0,300.2,310.3,5501.485584,3.173436854682649,0.028440504067951254,61.344311250465395,2025-09-27 01:25:17.782208,WP PMA 80271,No failure
1332,53.9,7.0,296.9,308.0,5332.212484,32.981098147326,0.9389940584593492,90.26690819060457,2025-09-27 01:36:13.782208,WP PMA 80271,signal delay
1225,63.4,37.0,298.8,309.7,5253.930256,0.28073423030485445,0.12472016145237173,64.52041494293503,2025-09-27 01:40:28.782208,WP PMA 80467,No failure
1507,38.3,170.0,297.1,307.9,5344.925881,2.032728734553253,0.020789799976827034,55.224931819070825,2025-09-27 01:45:16.782208,WP PMA 80466,No failure
1509,39.9,25.0,302.0,311.3,5303.043684,27.239929425481904,1.4595475697774438,80.04445211653625,2025-09-27 01:46:50.782208,WP PMA 80466,door open delay
1482,39.3,187.0,297.2,308.5,5416.518409,2.264766258448851,0.13253386789714455,58.90207674535626,2025-09-27 01:47:33.782208,WP PMA 80271,No failure
1915,22.3,116.0,303.6,312.3,5275.843225,30.152304086590867,1.3571095834850015,96.856841139973,2025-09-27 01:47:51.782208,WP PMA 80467,door close delay
1502,43.2,139.0,297.6,308.3,5260.455841,45.25046550085902,0.681504933084405,84.61137984892757,2025-09-27 01:52:57.782208,WP PMA 80271,door close delay
1585,32.3,50.0,301.0,312.1,5491.254609,3.6009768717237542,0.04056351193863703,58.044986307485004,2025-09-27 01:56:15.782208,WP PMA 80467,No failure
1393,47.5,130.0,302.5,311.3,5297.219524,2.512942668684458,0.1676682180417867,61.959150019708424,2025-09-27 02:00:50.782208,WP PMA 80466,No failure
1364,55.6,163.0,297.2,308.5,5347.558129,36.461385699506096,1.9983719108979061,90.26570522546112,2025-09-27 02:06:27.782208,WP PMA 80467,door open delay
2203,16.6,47.0,302.2,310.8,5454.856449,3.29971266369085,0.18175104466336592,56.23015767911815,2025-09-27 02:15:39.782208,WP PMA 80271,No failure
2129,18.4,45.0,298.1,308.0,5383.1569,2.698279757169457,0.1965762885028507,64.27698183432443,2025-09-27 02:21:51.782208,WP PMA 80271,No failure
1754,26.9,209.0,302.9,312.3,5270.179216,31.064126655309654,0.7271846408765829,96.36983679144254,2025-09-27 02:27:01.782208,WP PMA 80271,signal delay
1469,53.2,189.0,298.9,310.1,5353.409889,3.8319164252322704,0.10875138971260186,56.29572220109672,2025-09-27 02:27:37.782208,WP PMA 80467,No failure
1572,38.0,139.0,299.7,310.6,5499.7056,3.42902178089897,0.11733421263801765,56.102651929102564,2025-09-27 02:32:41.782208,WP PMA 80467,No failure
1653,31.6,111.0,300.7,310.8,5518.706944,1.7091010108966809,0.09950247210726808,59.25438053151536,2025-09-27 02:40:31.782208,WP PMA 80467,No failure
1509,39.9,25.0,302.0,311.3,5303.043684,27.239929425481904,1.4595475697774438,80.04445211653625,2025-09-27 02:43:23.782208,WP PMA 80467,door open delay
1565,43.5,194.0,296.5,307.4,5435.523076,4.828010481417993,0.1278387502545752,61.428265149574756,2025-09-27 02:46:10.782208,WP PMA 80467,No failure
1628,37.4,144.0,297.4,308.8,5440.980169,3.9135193486787565,0.05183977874019743,58.54971304234044,2025-09-27 02:46:27.782208,WP PMA 80271,No failure
1521,37.2,131.0,299.6,311.1,5467.715136,46.673454718591316,1.420389399153339,95.87920103880379,2025-09-27 03:18:06.782208,WP PMA 80271,door close delay
1433,44.2,17.0,302.7,312.4,5269.888836,1.2690414928687352,0.1762241222386702,59.077791906417545,2025-09-27 03:26:02.782208,WP PMA 80466,No failure
1603,32.5,148.0,302.7,312.1,5506.530436,1.9055031890342178,0.07596515182613699,63.05743005308892,2025-09-27 03:42:11.782208,WP PMA 80466,No failure
1513,38.0,38.0,300.9,311.9,5491.254609,45.398608991025895,1.6628507955465734,97.30340726359175,2025-09-27 03:44:38.782208,WP PMA 80271,door open delay
1279,53.1,9.0,298.4,308.1,5380.075801,4.638398203509134,0.05582885870714847,55.957377618246184,2025-09-27 03:45:17.782208,WP PMA 80466,No failure
1578,38.1,109.0,299.2,309.1,5354.141584,0.35223190463856946,0.16772893942184006,57.90272339419782,2025-09-27 03:52:35.782208,WP PMA 80467,No failure
1850,23.3,203.0,302.5,311.1,5295.909529,4.433223757918862,0.13901601201418423,60.88089626355133,2025-09-27 03:54:33.782208,WP PMA 80467,No failure
1455,40.3,145.0,302.3,311.1,5296.9284,4.199958203350718,0.14040656884400568,55.70366698641571,2025-09-27 04:19:55.782208,WP PMA 80271,No failure
1813,24.6,210.0,301.6,310.7,5256.975025,3.684984457751542,0.08064909141953241,56.67006674007768,2025-09-27 04:38:50.782208,WP PMA 80467,No failure
1431,39.3,22.0,300.7,310.7,5263.357401,45.30621408858687,1.6214025308819116,97.16558546598277,2025-09-27 04:40:14.782208,WP PMA 80271,door open delay
1618,36.0,158.0,302.2,311.8,5266.550041,0.6800191286666167,0.18661403549289443,64.46961681224438,2025-09-27 04:46:54.782208,WP PMA 80271,No failure
1642,29.9,100.0,300.6,310.5,5504.898025,0.6237782413985821,0.15415910006076627,59.43828311558181,2025-09-27 04:48:59.782208,WP PMA 80271,No failure
1513,40.0,51.0,300.4,311.7,5244.077056,25.14323664801961,0.5049198162018053,96.51196761417759,2025-09-27 05:09:05.782208,WP PMA 80466,door close delay
1394,45.1,179.0,299.0,309.1,5309.162496,3.1084494014022117,0.11050829964636547,57.76047510975178,2025-09-27 05:17:24.782208,WP PMA 80467,No failure
1490,43.0,108.0,303.0,311.1,5278.749025,4.035905731866086,0.022339826541692233,60.275576869274595,2025-09-27 05:23:48.782208,WP PMA 80466,No failure
1521,37.2,131.0,299.6,311.1,5467.715136,46.673454718591316,1.420389399153339,95.87920103880379,2025-09-27 05:24:16.782208,WP PMA 80271,door close delay
1523,43.3,60.0,301.8,310.7,5310.182641,29.49868042780217,1.669398076973442,90.49945716483931,2025-09-27 05:46:44.782208,WP PMA 80271,signal delay
1541,42.2,52.0,301.5,310.1,5458.2544,1.4573111614526075,0.039853080477573466,60.09447755109547,2025-09-27 05:46:47.782208,WP PMA 80466,No failure
1453,39.1,84.0,302.6,311.9,5502.6724,4.878681936251696,0.061073250594850866,63.83716699073389,2025-09-27 06:07:12.782208,WP PMA 80467,No failure
1640,31.1,211.0,299.8,309.3,5397.400089,2.820878480338515,0.03363650519549675,58.71477948699164,2025-09-27 06:19:13.782208,WP PMA 80467,No failure
1485,44.7,78.0,299.3,308.5,5386.238881,49.70602106127978,1.9413985931935809,83.94842601473823,2025-09-27 06:21:28.782208,WP PMA 80467,signal delay
1417,39.2,65.0,298.1,308.9,5402.544004,42.18444491739179,0.8419734264000982,90.26619371204663,2025-09-27 06:27:09.782208,WP PMA 80467,door close delay
1594,32.4,204.0,301.7,310.8,5303.626276,37.38423566578929,1.3463625335459448,86.49307795768311,2025-09-27 06:34:41.782208,WP PMA 80271,Random failure
1467,39.6,,298.4,309.1,5402.25,21.422795318204866,0.5162020865393773,91.32636453399321,2025-09-27 06:41:02.782208,WP PMA 80271,door open delay
1236,57.5,12.0,300.3,311.7,5497.777609,4.063207881477747,0.18082165558916005,59.164086317830396,2025-09-27 06:53:20.782208,WP PMA 80467,No failure
1618,30.3,125.0,299.7,311.1,5488.290889,40.60410458568789,0.9727397823334152,91.90296894800397,2025-09-27 06:53:58.782208,WP PMA 80466,door close delay
1673,28.9,171.0,300.4,311.2,5246.249761,0.9228819299285715,0.10325558638179168,60.33126730007244,2025-09-27 07:00:12.782208,WP PMA 80271,No failure
1643,31.0,89.0,297.4,308.6,5321.848401,0.6945817537899591,0.07148736693204416,55.845045216559754,2025-09-27 07:03:05.782208,WP PMA 80467,No failure
1553,42.0,177.0,299.8,310.1,5501.930625,1.7038161981555082,0.08043287407547801,63.022393150672976,2025-09-27 07:05:25.782208,WP PMA 80467,No failure
1802,26.9,83.0,298.1,309.2,5270.324409,1.2241379815862996,0.10213179783830714,62.057491797092915,2025-09-27 07:11:07.782208,WP PMA 80466,No failure
1720,30.3,96.0,300.7,310.6,5252.045841,3.0139538654143467,0.09379508908499064,64.04802446746446,2025-09-27 07:11:19.782208,WP PMA 80271,No failure
1335,40.2,109.0,298.1,308.4,5461.801216,2.228561135932029,0.12327778687432545,62.30850028462187,2025-09-27 07:15:13.782208,WP PMA 80467,No failure
1348,53.7,68.0,297.4,308.1,5476.444009,33.10520166867137,0.9345701870889231,84.5290198629316,2025-09-27 07:23:02.782208,WP PMA 80466,signal delay
1509,39.9,25.0,302.0,311.3,5303.043684,27.239929425481904,1.4595475697774438,80.04445211653625,2025-09-27 07:24:16.782208,WP PMA 80271,door open delay
1327,58.8,9.0,298.6,308.9,5304.063241,4.190624348088514,0.17700578392921296,60.905695720688314,2025-09-27 07:32:51.782208,WP PMA 80271,No failure
1383,48.7,147.0,295.6,306.1,5432.574436,42.06220479764772,0.8198605991308731,86.20096073009861,2025-09-27 07:39:27.782208,WP PMA 80467,door close delay
1629,32.5,45.0,298.1,309.9,5446.587601,23.75340627019404,1.9241090702893169,87.54583502901593,2025-09-27 07:54:52.782208,WP PMA 80467,door close delay
1315,48.9,127.0,298.5,309.5,5355.458761,41.06519945448606,1.6344147895833567,95.67090294936038,2025-09-27 07:56:00.782208,WP PMA 80466,door close delay
1449,44.5,152.0,302.3,311.7,5434.343524,29.801293682800324,1.9537263165480647,89.17307701084255,2025-09-27 07:56:52.782208,WP PMA 80466,door close delay
1594,32.4,204.0,301.7,310.8,5303.626276,37.38423566578929,1.3463625335459448,86.49307795768311,2025-09-27 08:08:47.782208,WP PMA 80271,Random failure
1414,50.2,51.0,295.9,306.6,5434.343524,27.145965124586027,1.2118314560594747,98.77282882670414,2025-09-27 08:13:36.782208,WP PMA 80271,door close delay
1980,20.3,159.0,297.1,307.9,5476.0,1.4649982562554518,0.04528194770098745,62.954890558930416,2025-09-27 08:21:07.782208,WP PMA 80467,No failure
1434,48.4,153.0,299.2,310.6,5250.161764,33.302811077665524,1.0459826892569164,83.39765345421797,2025-09-27 08:27:51.782208,WP PMA 80271,drive delay
1447,45.9,162.0,299.9,310.0,5502.078976,4.057836224056561,0.1833114605308054,57.66210658242094,2025-09-27 08:29:50.782208,WP PMA 80466,No failure
1959,22.3,157.0,303.5,311.7,5472.448576,29.43254792505012,0.8841722655722568,98.0943208432986,2025-09-27 08:42:17.782208,WP PMA 80271,signal delay
1665,29.6,20.0,298.1,308.5,5469.637849,37.238730558246914,1.0025553265776534,99.00835330996256,2025-09-27 08:45:39.782208,WP PMA 80467,Random failure
1375,46.4,48.0,298.7,308.5,5373.476416,26.69484987609539,0.88461271440945,80.9906377364198,2025-09-27 09:01:00.782208,WP PMA 80466,door close delay
1431,42.0,109.0,297.3,308.6,5453.674801,4.647686661329328,0.06458019121652757,60.87704520125469,2025-09-27 09:03:49.782208,WP PMA 80271,No failure
1526,38.2,47.0,302.3,311.5,5445.111681,20.770653830747378,1.30602776858319,86.60692999486108,2025-09-27 09:17:06.782208,WP PMA 80271,signal delay
1626,31.6,62.0,302.2,311.4,5433.016681,4.664161629789467,0.08833564698664009,64.53693195862938,2025-09-27 09:23:57.782208,WP PMA 80467,No failure
1526,35.4,96.0,298.9,309.9,5463.131569,2.7739549501474077,0.1774953484769417,55.39554756186978,2025-09-27 09:27:49.782208,WP PMA 80467,No failure
1530,42.3,21.0,302.3,311.5,5507.866225,30.450301760589426,1.1058661088010444,87.95387877662486,2025-09-27 09:31:19.782208,WP PMA 80467,signal delay
